             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000     -0.000000     -1.570796     -0.056865      0.000000         -0.174198          1.531678     -0.000000      0.000000      0.207081      4.679803
      0.009804      0.045880     -1.568126     -0.061475      0.000000         -0.174556          1.458580      0.006613      0.000000      0.207081      4.679803
      0.019608      0.091760     -1.565113     -0.070184      0.000000         -0.176028          1.332306      0.026452      0.000003      0.207081      4.679803
      0.029412      0.137640     -1.561650     -0.081247      0.000000         -0.178815          1.210673      0.059517      0.000018      0.207081      4.679803
      0.039216      0.183517     -1.557605     -0.095762      0.000000         -0.183296          1.093385      0.105808      0.000060      0.207081      4.679803
      0.049020      0.229392     -1.552786     -0.115318      0.000000         -0.189997          0.980239      0.165324      0.000157      0.207081      4.679803
      0.058824      0.275262     -1.546909     -0.142421      0.000000         -0.199663          0.871149      0.238064      0.000351      0.207081      4.679803
      0.068627      0.321125     -1.539540     -0.181187      0.000000         -0.213386          0.766186      0.324026      0.000705      0.207081      4.679803
      0.078431      0.366976     -1.530000     -0.238621      0.000000         -0.232810          0.665628      0.423208      0.001320      0.207081      4.679803
      0.088235      0.412806     -1.517174     -0.327137      0.000000         -0.260495          0.570047      0.535604      0.002354      0.207081      4.679803
      0.098039      0.458597     -1.499167     -0.469589      0.000000         -0.300583          0.480433      0.661207      0.004062      0.207081      4.679803
      0.107843      0.504315     -1.472616     -0.709320      0.000000         -0.360034          0.398405      0.800002      0.006881      0.207081      4.679803
      0.117647      0.549877     -1.431368     -1.128389      0.000000         -0.450998          0.326543      0.951956      0.011590      0.207081      4.679803
      0.127451      0.595086     -1.364197     -1.867889      0.000000         -0.595038          0.268931      1.117000      0.019636      0.207081      4.679803
      0.137255      0.639428     -1.252574     -3.082694      0.000000         -0.828723          0.232005      1.294972      0.033710      0.207081      4.679803
      0.147059      0.681620     -1.075836     -4.626703      0.000000         -1.200809          0.225565      1.485461      0.058340      0.207081      4.679803
      0.156863      0.719111     -0.836007     -5.648095      0.000000         -1.729382          0.262808      1.687511      0.098992      0.207081      4.679803
      0.166667      0.748793     -0.577938     -5.388206      0.000000         -2.319643          0.356496      1.899308      0.158132      0.207081      4.679803
      0.176471      0.769210     -0.355421     -4.233021      0.000000         -2.785323          0.510899      2.118329      0.232491      0.207081      4.679803
      0.186275      0.781364     -0.191346     -2.941205      0.000000         -3.010613          0.717212      2.341999      0.316073      0.207081      4.679803
      0.196078      0.787423     -0.081719     -1.888225      0.000000         -3.021728          0.958077      2.568240      0.404031      0.207081      4.679803
      0.205882      0.789473     -0.013481     -1.132867      0.000000         -2.916843          1.215646      2.795604      0.493587      0.207081      4.679803
      0.215686      0.789097      0.025975     -0.621926      0.000000         -2.788678          1.476453      3.023179      0.583405      0.207081      4.679803
      0.225490      0.787382      0.046283     -0.287737      0.000000         -2.696147          1.732287      3.250431      0.672915      0.207081      4.679803
      0.235294      0.785040      0.054236     -0.075572      0.000000         -2.666901          1.979117      3.477085      0.761901      0.207081      4.679803
      0.245098      0.782524      0.054478      0.053755      0.000000         -2.708114          2.215653      3.703030      0.850313      0.207081      4.679803
      0.254902      0.780112      0.050153      0.127238      0.000000         -2.815879          2.442184      3.928260      0.938178      0.207081      4.679803
      0.264706      0.777961      0.043372      0.163334      0.000000         -2.981295          2.659809      4.152829      1.025553      0.207081      4.679803
      0.274510      0.776150      0.035541      0.174725      0.000000         -3.193903          2.869962      4.376827      1.112510      0.207081      4.679803
      0.284314      0.774703      0.027581      0.170203      0.000000         -3.443424          3.074147      4.600354      1.199128      0.207081      4.679803
      0.294118      0.773612      0.020072      0.155914      0.000000         -3.720545          3.273792      4.823516      1.285482      0.207081      4.679803
      0.303922      0.772849      0.013357      0.136164      0.000000         -4.017202          3.470181      5.046412      1.371642      0.207081      4.679803
