             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000      0.000000     -1.570796     -0.993220      0.000000      -5727.838020       2883.468675     -0.000000      0.000000      0.009631      5.300208
      0.004902      0.025979     -1.544990     -0.993276      0.000000      -5727.841077       2883.350682      0.002121      0.000000      0.009631      5.300208
      0.009804      0.051940     -1.519183     -0.993338      0.000000      -5727.850816       2883.222423      0.008481      0.000006      0.009631      5.300208
      0.014706      0.077866     -1.493374     -0.993400      0.000000      -5727.867836       2883.095669      0.019077      0.000029      0.009631      5.300208
      0.019608      0.103741     -1.467563     -0.993464      0.000000      -5727.892771       2882.970196      0.033901      0.000091      0.009631      5.300208
      0.024510      0.129547     -1.441751     -0.993530      0.000000      -5727.926305       2882.845779      0.052943      0.000221      0.009631      5.300208
      0.029412      0.155266     -1.415936     -0.993598      0.000000      -5727.969195       2882.722194      0.076192      0.000457      0.009631      5.300208
      0.034314      0.180882     -1.390120     -0.993668      0.000000      -5728.022285       2882.599213      0.103631      0.000844      0.009631      5.300208
      0.039216      0.206378     -1.364303     -0.993742      0.000000      -5728.086523       2882.476606      0.135242      0.001436      0.009631      5.300208
      0.044118      0.231735     -1.338483     -0.993819      0.000000      -5728.162974       2882.354140      0.171004      0.002291      0.009631      5.300208
      0.049020      0.256939     -1.312661     -0.993899      0.000000      -5728.252840       2882.231579      0.210893      0.003477      0.009631      5.300208
      0.053922      0.281971     -1.286837     -0.993985      0.000000      -5728.357480       2882.108682      0.254883      0.005068      0.009631      5.300208
      0.058824      0.306815     -1.261011     -0.994075      0.000000      -5728.478435       2881.985204      0.302944      0.007141      0.009631      5.300208
      0.063725      0.331455     -1.235182     -0.994171      0.000000      -5728.617452       2881.860891      0.355045      0.009781      0.009631      5.300208
      0.068627      0.355873     -1.209351     -0.994273      0.000000      -5728.776523       2881.735483      0.411150      0.013078      0.009631      5.300208
      0.073529      0.380055     -1.183517     -0.994383      0.000000      -5728.957914       2881.608710      0.471222      0.017124      0.009631      5.300208
      0.078431      0.403982     -1.157680     -0.994501      0.000000      -5729.164221       2881.480293      0.535221      0.022016      0.009631      5.300208
      0.083333      0.427641     -1.131839     -0.994628      0.000000      -5729.398414       2881.349939      0.603104      0.027853      0.009631      5.300208
