             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000      0.000000     -1.570796      0.992189      0.000000      -5185.574691       2613.198050      0.000000      0.000000     -0.030725      7.275013
      0.009804      0.071264     -1.500026      0.992335      0.000000      -5185.597617       2612.945969      0.015975      0.000020     -0.030725      7.275013
      0.019608      0.142171     -1.429242      0.992533      0.000000      -5185.680857       2612.603334      0.063819      0.000321     -0.030725      7.275013
      0.029412      0.212367     -1.358443      0.992750      0.000000      -5185.837933       2612.266121      0.143294      0.001609     -0.030725      7.275013
      0.039216      0.281498     -1.287628      0.992996      0.000000      -5186.089547       2611.929546      0.254000      0.005028     -0.030725      7.275013
      0.049020      0.349218     -1.216794      0.993284      0.000000      -5186.464580       2611.588605      0.395384      0.012092     -0.030725      7.275013
      0.058824      0.415188     -1.145937      0.993631      0.000000      -5187.004014       2611.237917      0.566736      0.024620     -0.030725      7.275013
      0.068627      0.479075     -1.075053      0.994062      0.000000      -5187.767016       2610.871507      0.767197      0.044634     -0.030725      7.275013
      0.078431      0.540557     -1.004134      0.994610      0.000000      -5188.840736       2610.482499      0.995762      0.074261     -0.030725      7.275013
      0.088235      0.599325     -0.933171      0.995328      0.000000      -5190.356581       2610.062670      1.251282      0.115623     -0.030725      7.275013
      0.098039      0.655079     -0.862148      0.996293      0.000000      -5192.518209       2609.601819      1.532474      0.170719     -0.030725      7.275013
      0.107843      0.707536     -0.791043      0.997632      0.000000      -5195.651590       2609.086825      1.837923      0.241321     -0.030725      7.275013
      0.117647      0.756426     -0.719824      0.999552      0.000000      -5200.298665       2608.500226      2.166091      0.328871     -0.030725      7.275013
      0.127451      0.801494     -0.648438      1.002414      0.000000      -5207.402017       2607.818017      2.515322      0.434390     -0.030725      7.275013
      0.137255      0.842499     -0.576795      1.006880      0.000000      -5218.692220       2607.006147      2.883847      0.558410     -0.030725      7.275013
      0.147059      0.879210     -0.504741      1.014245      0.000000      -5237.561921       2606.014988      3.269795      0.700921     -0.030725      7.275013
      0.156863      0.911406     -0.431984      1.027263      0.000000      -5271.215032       2604.771056      3.671191      0.861337     -0.030725      7.275013
      0.166667      0.938852     -0.357924      1.052367      0.000000      -5336.485126       2603.168738      4.085960      1.038490     -0.030725      7.275013
      0.176471      0.961274     -0.281204      1.106206      0.000000      -5476.940113       2601.092162      4.511915      1.230637     -0.030725      7.275013
      0.186275      0.978262     -0.198437      1.232696      0.000000      -5807.740441       2598.708061      4.946720      1.435456     -0.030725      7.275013
      0.196078      0.989050     -0.102587      1.453121      0.000000      -6390.082085       2598.781438      5.387788      1.649936     -0.030725      7.275013
      0.205882      0.992783     -0.008015      0.959726      0.000000      -5137.900274       2612.098163      5.832113      1.869821     -0.030725      7.275013
      0.215686      0.991842      0.023270      0.041886      0.000000      -2761.592480       2630.495594      6.276889      2.090512     -0.030725      7.275013
      0.225490      0.990360      0.015845     -0.173943      0.000000      -2206.931560       2640.933122      6.721020      2.310542     -0.030725      7.275013
      0.235294      0.989665      0.004127     -0.137073      0.000000      -2312.245444       2647.524702      7.164652      2.530116     -0.030725      7.275013
      0.245098      0.989650     -0.002702     -0.054221      0.000000      -2537.136164       2653.260157      7.608139      2.749556     -0.030725      7.275013
      0.254902      0.989920     -0.004127      0.008091      0.000000      -2707.972446       2659.397106      8.051697      2.969066     -0.030725      7.275013
      0.264706      0.990166     -0.002530      0.030157      0.000000      -2773.155445       2666.277907      8.495379      3.188699     -0.030725      7.275013
      0.274510      0.990272     -0.000538      0.022623      0.000000      -2760.428337       2673.677318      8.939141      3.408413     -0.030725      7.275013
      0.284314      0.990267      0.000519      0.007245      0.000000      -2726.988670       2681.210760      9.382923      3.628146     -0.030725      7.275013
      0.294118      0.990221      0.000638     -0.002564      0.000000      -2708.307002       2688.649048      9.826691      3.847865     -0.030725      7.275013
      0.303922      0.990185      0.000335     -0.004892      0.000000      -2709.490237       2695.958154     10.270439      4.067565     -0.030725      7.275013
      0.313725      0.990173      0.000037     -0.003135      0.000000      -2721.549411       2703.195945     10.714177      4.287255     -0.030725      7.275013
      0.323529      0.990176     -0.000099     -0.000763      0.000000      -2735.246879       2710.422955     11.157913      4.506943     -0.030725      7.275013
      0.333333      0.990184     -0.000098      0.000568      0.000000      -2746.154864       2717.668323     11.601652      4.726634     -0.030725      7.275013
      0.343137      0.990189     -0.000045      0.000777      0.000000      -2754.051596       2724.933478     12.045394      4.946327     -0.030725      7.275013
      0.352941      0.990190     -0.000000      0.000439      0.000000      -2760.475554       2732.208298     12.489138      5.166023     -0.030725      7.275013
      0.362745      0.990190      0.000017      0.000071      0.000000      -2766.821107       2739.483633     12.932881      5.385718     -0.030725      7.275013
      0.372549      0.990188      0.000015     -0.000109      0.000000      -2773.672140       2746.755652     13.376624      5.605412     -0.030725      7.275013
      0.382353      0.990188      0.000006     -0.000121      0.000000      -2780.983150       2754.024652     13.820367      5.825107     -0.030725      7.275013
      0.392157      0.990187     -0.000001     -0.000060      0.000000      -2788.489318       2761.292372     14.264109      6.044801     -0.030725      7.275013
      0.401961      0.990188     -0.000003     -0.000005      0.000000      -2795.982952       2768.560174     14.707852      6.264495     -0.030725      7.275013
      0.411765      0.990188     -0.000002      0.000020      0.000000      -2803.389883       2775.828544     15.151594      6.484189     -0.030725      7.275013
      0.421569      0.990188     -0.000001      0.000019      0.000000      -2810.727596       2783.097370     15.595337      6.703883     -0.030725      7.275013
      0.431373      0.990188      0.000000      0.000008      0.000000      -2818.039916       2790.366361     16.039079      6.923578     -0.030725      7.275013
      0.441176      0.990188      0.000000     -0.000000      0.000000      -2825.357511       2797.635319     16.482822      7.143272     -0.030725      7.275013
      0.450980      0.990188      0.000000     -0.000003      0.000000      -2832.689552       2804.904181     16.926564      7.362966     -0.030725      7.275013
      0.460784      0.990188      0.000000     -0.000003      0.000000      -2840.031933       2812.172975     17.370307      7.582660     -0.030725      7.275013
      0.470588      0.990188     -0.000000     -0.000001      0.000000      -2847.377548       2819.441749     17.814049      7.802355     -0.030725      7.275013
      0.480392      0.990188     -0.000000      0.000000      0.000000      -2854.721894       2826.710530     18.257792      8.022049     -0.030725      7.275013
      0.490196      0.990188     -0.000000      0.000001      0.000000      -2862.063880       2833.979327     18.701535      8.241743     -0.030725      7.275013
      0.500000      0.990188     -0.000000      0.000000      0.000000      -2869.404328       2841.248135     19.145277      8.461437     -0.030725      7.275013
      0.509804      0.990188      0.000000      0.000000      0.000000      -2876.744376       2848.516945     19.589020      8.681131     -0.030725      7.275013
      0.519608      0.990188      0.000000     -0.000000      0.000000      -2884.084680       2855.785753     20.032762      8.900826     -0.030725      7.275013
      0.529412      0.990188      0.000000     -0.000000      0.000000      -2891.425366       2863.054558     20.476505      9.120520     -0.030725      7.275013
      0.539216      0.990188      0.000000     -0.000000      0.000000      -2898.766280       2870.323362     20.920247      9.340214     -0.030725      7.275013
      0.549020      0.990188     -0.000000     -0.000000      0.000000      -2906.107242       2877.592166     21.363990      9.559908     -0.030725      7.275013
      0.558824      0.990188     -0.000000      0.000000      0.000000      -2913.448157       2884.860970     21.807732      9.779603     -0.030725      7.275013
      0.568627      0.990188     -0.000000      0.000000      0.000000      -2920.789012       2892.129775     22.251475      9.999297     -0.030725      7.275013
      0.578431      0.990188      0.000000      0.000000      0.000000      -2928.129837       2899.398580     22.695217     10.218991     -0.030725      7.275013
      0.588235      0.990188      0.000000      0.000000      0.000000      -2935.470666       2906.667384     23.138960     10.438685     -0.030725      7.275013
      0.598039      0.990188      0.000000      0.000000      0.000000      -2942.811529       2913.936189     23.582702     10.658380     -0.030725      7.275013
      0.607843      0.990188      0.000000      0.000000      0.000000      -2950.152462       2921.204993     24.026445     10.878074     -0.030725      7.275013
      0.617647      0.990188      0.000000      0.000000      0.000000      -2957.493555       2928.473796     24.470187     11.097768     -0.030725      7.275013
      0.627451      0.990188      0.000000      0.000000      0.000000      -2964.835038       2935.742596     24.913930     11.317462     -0.030725      7.275013
      0.637255      0.990188      0.000000      0.000001      0.000000      -2972.177495       2943.011390     25.357673     11.537157     -0.030725      7.275013
      0.647059      0.990188      0.000000      0.000002      0.000000      -2979.522400       2950.280168     25.801415     11.756851     -0.030725      7.275013
      0.656863      0.990188      0.000000      0.000006      0.000000      -2986.873448       2957.548906     26.245158     11.976545     -0.030725      7.275013
      0.666667      0.990188      0.000001      0.000014      0.000000      -2994.239895       2964.817542     26.688900     12.196239     -0.030725      7.275013
      0.676471      0.990188      0.000003      0.000036      0.000000      -3001.644901       2972.085926     27.132643     12.415933     -0.030725      7.275013
      0.686275      0.990187      0.000007      0.000090      0.000000      -3009.146389       2979.353676     27.576385     12.635627     -0.030725      7.275013
      0.696078      0.990187      0.000017      0.000224      0.000000      -3016.889065       2986.619843     28.020127     12.855321     -0.030725      7.275013
