             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000      0.000000     -1.570796     -0.982186      0.000000       -744.000431        378.747073     -0.000000      0.000000      0.035274      3.867312
      0.009804      0.037906     -1.533554     -0.982545      0.000000       -744.005108        378.663266      0.004516      0.000002      0.035274      3.867312
      0.019608      0.075760     -1.496288     -0.983208      0.000000       -744.025684        378.488050      0.018056      0.000025      0.035274      3.867312
      0.029412      0.113508     -1.458997     -0.983879      0.000000       -744.062263        378.315663      0.040603      0.000129      0.035274      3.867312
      0.039216      0.151098     -1.421680     -0.984578      0.000000       -744.116880        378.145472      0.072125      0.000405      0.035274      3.867312
      0.049020      0.188478     -1.384336     -0.985315      0.000000       -744.191894        377.976843      0.112577      0.000986      0.035274      3.867312
      0.058824      0.225596     -1.346964     -0.986097      0.000000       -744.290085        377.809139      0.161905      0.002035      0.035274      3.867312
      0.068627      0.262399     -1.309560     -0.986937      0.000000       -744.414753        377.641715      0.220038      0.003748      0.035274      3.867312
      0.078431      0.298836     -1.272124     -0.987846      0.000000       -744.569827        377.473919      0.286896      0.006351      0.035274      3.867312
      0.088235      0.334855     -1.234651     -0.988838      0.000000       -744.760016        377.305085      0.362386      0.010095      0.035274      3.867312
      0.098039      0.370405     -1.197139     -0.989928      0.000000       -744.990977        377.134530      0.446401      0.015256      0.035274      3.867312
      0.107843      0.405435     -1.159584     -0.991138      0.000000       -745.269541        376.961546      0.538824      0.022127      0.035274      3.867312
      0.117647      0.439896     -1.121980     -0.992488      0.000000       -745.603994        376.785399      0.639526      0.031014      0.035274      3.867312
      0.127451      0.473738     -1.084322     -0.994007      0.000000       -746.004439        376.605317      0.748364      0.042236      0.035274      3.867312
      0.137255      0.506912     -1.046602     -0.995729      0.000000       -746.483257        376.420485      0.865186      0.056117      0.035274      3.867312
      0.147059      0.539370     -1.008813     -0.997695      0.000000       -747.055714        376.230035      0.989827      0.072983      0.035274      3.867312
      0.156863      0.571064     -0.970944     -0.999954      0.000000       -747.740751        376.033038      1.122110      0.093154      0.035274      3.867312
      0.166667      0.601946     -0.932982     -1.002571      0.000000       -748.562021        375.828497      1.261847      0.116942      0.035274      3.867312
