             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000      0.000000     -1.570796      0.352974      0.000000         -4.636880          6.568303      0.000000      0.000000     -0.311080      8.524955
      0.009804      0.083566     -1.540600      0.374423      0.000000         -4.647388          6.316815      0.021943      0.000014     -0.311080      8.524955
      0.019608      0.167050     -1.508041      0.405793      0.000000         -4.686241          5.998675      0.087753      0.000226     -0.311080      8.524955
      0.029412      0.250355     -1.472540      0.445443      0.000000         -4.763870          5.689701      0.197360      0.001182     -0.311080      8.524955
      0.039216      0.333351     -1.433225      0.498024      0.000000         -4.897403          5.385225      0.350640      0.003865     -0.311080      8.524955
      0.049020      0.415864     -1.388721      0.571285      0.000000         -5.114866          5.080857      0.547385      0.009794     -0.311080      8.524955
      0.058824      0.497643     -1.336783      0.678964      0.000000         -5.464373          4.772685      0.787282      0.021184     -0.311080      8.524955
      0.068627      0.578302     -1.273572      0.846913      0.000000         -6.033182          4.457995      1.069852      0.041205     -0.311080      8.524955
      0.078431      0.657185     -1.192147      1.126802      0.000000         -6.989452          4.137480      1.394349      0.074461     -0.311080      8.524955
      0.088235      0.733056     -1.079219      1.625524      0.000000         -8.674254          3.822222      1.759555      0.127852     -0.311080      8.524955
      0.098039      0.803318     -0.908846      2.540784      0.000000        -11.758000          3.556637      2.163294      0.211952     -0.311080      8.524955
      0.107843      0.862171     -0.640067      3.921696      0.000000        -16.932817          3.489884      2.601294      0.341332     -0.311080      8.524955
      0.117647      0.899341     -0.282801      4.182495      0.000000        -20.865433          3.974177      3.064989      0.523713     -0.311080      8.524955
      0.127451      0.910470     -0.016560      2.007217      0.000000        -15.981309          5.146296      3.541155      0.737036     -0.311080      8.524955
      0.137255      0.907225      0.070473      0.300686      0.000000         -9.011123          6.435540      4.018734      0.953970     -0.311080      8.524955
      0.147059      0.901215      0.065415     -0.289373      0.000000         -6.128836          7.493680      4.493550      1.168073     -0.311080      8.524955
      0.156863      0.896930      0.036279     -0.358389      0.000000         -6.315581          8.356247      4.965577      1.379931     -0.311080      8.524955
      0.166667      0.895051      0.010199     -0.252789      0.000000         -7.884445          9.121205      5.435998      1.590575     -0.311080      8.524955
      0.176471      0.894924     -0.005318     -0.120805      0.000000         -9.824915          9.858509      5.905932      1.800840     -0.311080      8.524955
      0.186275      0.895661     -0.010930     -0.021007      0.000000        -11.618928         10.606828      6.376062      2.011274     -0.311080      8.524955
      0.196078      0.896573     -0.010144      0.032334      0.000000        -13.061466         11.381197      6.846648      2.222113     -0.311080      8.524955
      0.205882      0.897281     -0.006599      0.047361      0.000000        -14.152187         12.181102      7.317670      2.433347     -0.311080      8.524955
      0.215686      0.897671     -0.002849      0.039981      0.000000        -14.999713         12.998357      7.788981      2.644846     -0.311080      8.524955
      0.225490      0.897787     -0.000136      0.024514      0.000000        -15.736133         13.823460      8.260421      2.856463     -0.311080      8.524955
      0.235294      0.897731      0.001278      0.009906      0.000000        -16.463165         14.649223      8.731871      3.068090     -0.311080      8.524955
      0.245098      0.897603      0.001652     -0.000083      0.000000        -17.235492         15.471796      9.203270      3.279670     -0.311080      8.524955
      0.254902      0.897472      0.001404     -0.005081      0.000000        -18.068307         16.290098      9.674598      3.491186     -0.311080      8.524955
      0.264706      0.897375      0.000908     -0.006301      0.000000        -18.953068         17.104720     10.145866      3.702648     -0.311080      8.524955
      0.274510      0.897320      0.000412     -0.005326      0.000000        -19.871735         17.916935     10.617093      3.914075     -0.311080      8.524955
      0.284314      0.897302      0.000041     -0.003490      0.000000        -20.806129         18.728031     11.088302      4.125485     -0.311080      8.524955
      0.294118      0.897309     -0.000172     -0.001666      0.000000        -21.742549         19.538983     11.559509      4.336893     -0.311080      8.524955
      0.303922      0.897327     -0.000250     -0.000288      0.000000        -22.672995         20.350361     12.030723      4.548307     -0.311080      8.524955
      0.313725      0.897348     -0.000236      0.000528      0.000000        -23.594427         21.162379     12.501947      4.759731     -0.311080      8.524955
      0.323529      0.897365     -0.000175      0.000858      0.000000        -24.507211         21.975012     12.973181      4.971163     -0.311080      8.524955
      0.333333      0.897377     -0.000102      0.000850      0.000000        -25.413496         22.788107     13.444424      5.182603     -0.311080      8.524955
