             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000     -0.000000     -1.570796     -0.932110      0.000000        -37.865677         20.311798      0.000000      0.000000      0.150946      2.901736
      0.009804      0.028445     -1.544269     -0.934511      0.000000        -37.867175         20.282439      0.002542      0.000000      0.150946      2.901736
      0.019608      0.056870     -1.517586     -0.941231      0.000000        -37.876353         20.185303      0.010168      0.000008      0.150946      2.901736
      0.029412      0.085254     -1.490716     -0.947827      0.000000        -37.892385         20.090017      0.022871      0.000039      0.150946      2.901736
      0.039216      0.113577     -1.463656     -0.954613      0.000000        -37.915875         19.996431      0.040642      0.000123      0.150946      2.901736
      0.049020      0.141818     -1.436399     -0.961664      0.000000        -37.947487         19.904404      0.063469      0.000301      0.150946      2.901736
      0.058824      0.169954     -1.408938     -0.969031      0.000000        -37.987954         19.813800      0.091335      0.000624      0.150946      2.901736
      0.068627      0.197964     -1.381261     -0.976767      0.000000        -38.038099         19.724495      0.124219      0.001156      0.150946      2.901736
      0.078431      0.225824     -1.353359     -0.984925      0.000000        -38.098841         19.636370      0.162096      0.001970      0.150946      2.901736
      0.088235      0.253513     -1.325217     -0.993563      0.000000        -38.171217         19.549320      0.204939      0.003152      0.150946      2.901736
      0.098039      0.281006     -1.296823     -1.002748      0.000000        -38.256389         19.463252      0.252714      0.004797      0.150946      2.901736
      0.107843      0.308279     -1.268158     -1.012550      0.000000        -38.355666         19.378083      0.305384      0.007007      0.150946      2.901736
      0.117647      0.335309     -1.239205     -1.023047      0.000000        -38.470519         19.293751      0.362907      0.009899      0.150946      2.901736
      0.127451      0.362068     -1.209943     -1.034328      0.000000        -38.602603         19.210209      0.425238      0.013592      0.150946      2.901736
      0.137255      0.388532     -1.180347     -1.046490      0.000000        -38.753774         19.127433      0.492326      0.018216      0.150946      2.901736
      0.147059      0.414674     -1.150392     -1.059638      0.000000        -38.926118         19.045422      0.564116      0.023908      0.150946      2.901736
      0.156863      0.440465     -1.120047     -1.073891      0.000000        -39.121967         18.964208      0.640548      0.030809      0.150946      2.901736
      0.166667      0.465878     -1.089279     -1.089379      0.000000        -39.343927         18.883857      0.721557      0.039065      0.150946      2.901736
      0.176471      0.490882     -1.058051     -1.106244      0.000000        -39.594894         18.804478      0.807072      0.048826      0.150946      2.901736
      0.186275      0.515448     -1.026323     -1.124640      0.000000        -39.878070         18.726231      0.897018      0.060246      0.150946      2.901736
      0.196078      0.539541     -0.994047     -1.144732      0.000000        -40.196971         18.649340      0.991313      0.073476      0.150946      2.901736
      0.205882      0.563129     -0.961173     -1.166694      0.000000        -40.555413         18.574103      1.089870      0.088671      0.150946      2.901736
      0.215686      0.586177     -0.927646     -1.190706      0.000000        -40.957478         18.500910      1.192596      0.105980      0.150946      2.901736
      0.225490      0.608646     -0.893405     -1.216944      0.000000        -41.407443         18.430261      1.299390      0.125552      0.150946      2.901736
      0.235294      0.630498     -0.858383     -1.245574      0.000000        -41.909645         18.362793      1.410146      0.147529      0.150946      2.901736
      0.245098      0.651690     -0.822512     -1.276731      0.000000        -42.468271         18.299303      1.524749      0.172043      0.150946      2.901736
      0.254902      0.672180     -0.785717     -1.310500      0.000000        -43.087029         18.240783      1.643078      0.199218      0.150946      2.901736
      0.264706      0.691919     -0.747924     -1.346878      0.000000        -43.768664         18.188456      1.765004      0.229166      0.150946      2.901736
      0.274510      0.710859     -0.709060     -1.385727      0.000000        -44.514257         18.143816      1.890387      0.261982      0.150946      2.901736
      0.284314      0.728948     -0.669060     -1.426716      0.000000        -45.322271         18.108668      2.019080      0.297742      0.150946      2.901736
      0.294118      0.746131     -0.627870     -1.469240      0.000000        -46.187287         18.085168      2.150927      0.336498      0.150946      2.901736
