             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000     -0.000000     -1.570796     -0.911813      0.000000        -40.208990         22.048922      0.000000      0.000000      0.138140      3.102688
      0.009804      0.030415     -1.543046     -0.914513      0.000000        -40.210897         22.011570      0.002907      0.000001      0.138140      3.102688
      0.019608      0.060806     -1.515125     -0.921189      0.000000        -40.221409         21.903747      0.011624      0.000010      0.138140      3.102688
      0.029412      0.091149     -1.487003     -0.927814      0.000000        -40.239835         21.798003      0.026147      0.000050      0.138140      3.102688
      0.039216      0.121421     -1.458677     -0.934662      0.000000        -40.266936         21.694141      0.046462      0.000158      0.138140      3.102688
      0.049020      0.151596     -1.430138     -0.941807      0.000000        -40.303553         21.591973      0.072554      0.000385      0.138140      3.102688
      0.058824      0.181649     -1.401377     -0.949310      0.000000        -40.350634         21.491319      0.104402      0.000798      0.138140      3.102688
      0.068627      0.211553     -1.372381     -0.957231      0.000000        -40.409248         21.392008      0.141979      0.001477      0.138140      3.102688
      0.078431      0.241283     -1.343137     -0.965637      0.000000        -40.480612         21.293883      0.185257      0.002518      0.138140      3.102688
      0.088235      0.270811     -1.313629     -0.974598      0.000000        -40.566109         21.196798      0.234197      0.004027      0.138140      3.102688
      0.098039      0.300110     -1.283839     -0.984198      0.000000        -40.667313         21.100621      0.288760      0.006125      0.138140      3.102688
      0.107843      0.329151     -1.253746     -0.994526      0.000000        -40.786018         21.005239      0.348898      0.008945      0.138140      3.102688
      0.117647      0.357905     -1.223326     -1.005685      0.000000        -40.924271         20.910556      0.414560      0.012630      0.138140      3.102688
      0.127451      0.386342     -1.192553     -1.017788      0.000000        -41.084405         20.816500      0.485687      0.017334      0.138140      3.102688
      0.137255      0.414431     -1.161396     -1.030965      0.000000        -41.269080         20.723029      0.562217      0.023221      0.138140      3.102688
      0.147059      0.442141     -1.129820     -1.045361      0.000000        -41.481326         20.630130      0.644079      0.030459      0.138140      3.102688
      0.156863      0.469437     -1.097786     -1.061139      0.000000        -41.724589         20.537835      0.731199      0.039228      0.138140      3.102688
      0.166667      0.496286     -1.065248     -1.078482      0.000000        -42.002780         20.446223      0.823493      0.049709      0.138140      3.102688
      0.176471      0.522652     -1.032156     -1.097593      0.000000        -42.320317         20.355435      0.920874      0.062088      0.138140      3.102688
      0.186275      0.548496     -0.998453     -1.118697      0.000000        -42.682169         20.265690      1.023244      0.076553      0.138140      3.102688
      0.196078      0.573780     -0.964075     -1.142039      0.000000        -43.093872         20.177300      1.130501      0.093292      0.138140      3.102688
      0.205882      0.598461     -0.928950     -1.167885      0.000000        -43.561525         20.090695      1.242533      0.112492      0.138140      3.102688
      0.215686      0.622495     -0.892996     -1.196507      0.000000        -44.091730         20.006457      1.359221      0.134333      0.138140      3.102688
      0.225490      0.645834     -0.856127     -1.228181      0.000000        -44.691444         19.925350      1.480437      0.158991      0.138140      3.102688
      0.235294      0.668428     -0.818244     -1.263159      0.000000        -45.367704         19.848371      1.606044      0.186631      0.138140      3.102688
      0.245098      0.690223     -0.779244     -1.301639      0.000000        -46.127143         19.776807      1.735893      0.217406      0.138140      3.102688
      0.254902      0.711161     -0.739020     -1.343713      0.000000        -46.975211         19.712295      1.869827      0.251453      0.138140      3.102688
      0.264706      0.731179     -0.697461     -1.389291      0.000000        -47.914968         19.656907      2.007676      0.288886      0.138140      3.102688
      0.274510      0.750212     -0.654467     -1.437995      0.000000        -48.945313         19.613225      2.149258      0.329796      0.138140      3.102688
      0.284314      0.768189     -0.609954     -1.489014      0.000000        -50.058494         19.584425      2.294377      0.374242      0.138140      3.102688
      0.294118      0.785036     -0.563871     -1.540922      0.000000        -51.236831         19.574342      2.442826      0.422244      0.138140      3.102688
      0.303922      0.800678     -0.516223     -1.591477      0.000000        -52.448771         19.587482      2.594381      0.473778      0.138140      3.102688
      0.313725      0.815040     -0.467097     -1.637436      0.000000        -53.644759         19.628963      2.748804      0.528770      0.138140      3.102688
