             t             r           psi            cs            qs                 p               sig             A             V            Q2             S
      0.000000      0.000000     -1.570796      0.956289      0.000000       -393.909262        205.957249      0.000000      0.000000     -0.121196      8.185035
      0.009804      0.080167     -1.493997      0.958245      0.000000       -393.937067        205.679662      0.020220      0.000031     -0.121196      8.185035
      0.019608      0.159860     -1.417000      0.960847      0.000000       -394.037322        205.320783      0.080760      0.000495     -0.121196      8.185035
      0.029412      0.238605     -1.339782      0.963768      0.000000       -394.229493        204.968359      0.181262      0.002485     -0.121196      8.185035
      0.039216      0.315930     -1.262311      0.967186      0.000000       -394.543468        204.616381      0.321129      0.007754     -0.121196      8.185035
      0.049020      0.391364     -1.184538      0.971339      0.000000       -395.022919        204.258637      0.499526      0.018617     -0.121196      8.185035
      0.058824      0.464442     -1.106391      0.976565      0.000000       -395.732978        203.888519      0.715382      0.037816     -0.121196      8.185035
      0.068627      0.534704     -1.027766      0.983367      0.000000       -396.773035        203.498774      0.967394      0.068357     -0.121196      8.185035
      0.078431      0.601695     -0.948507      0.992520      0.000000       -398.298855        203.081200      1.254025      0.113330     -0.121196      8.185035
      0.088235      0.664959     -0.868380      1.005268      0.000000       -400.562213        202.626327      1.573513      0.175714     -0.121196      8.185035
      0.098039      0.724041     -0.787021      1.023678      0.000000       -403.984516        202.123247      1.923863      0.258188     -0.121196      8.185035
      0.107843      0.778465     -0.703844      1.051338      0.000000       -409.298092        201.560148      2.302849      0.362943     -0.121196      8.185035
      0.117647      0.827723     -0.617875      1.094704      0.000000       -417.821872        200.927312      2.707995      0.491509     -0.121196      8.185035
      0.127451      0.871222     -0.527426      1.165584      0.000000       -431.976019        200.228470      3.136553      0.644597     -0.121196      8.185035
      0.137255      0.908211     -0.429537      1.284250      0.000000       -455.963146        199.520636      3.585438      0.821921     -0.121196      8.185035
      0.147059      0.937643     -0.319437      1.471102      0.000000       -494.365408        199.047603      4.051120      1.021934     -0.121196      8.185035
      0.156863      0.958073     -0.193268      1.650801      0.000000       -533.931042        199.590701      4.529439      1.241221     -0.121196      8.185035
      0.166667      0.968304     -0.065652      1.416146      0.000000       -495.496634        202.520035      5.015505      1.473450     -0.121196      8.185035
      0.176471      0.969771      0.018660      0.655962      0.000000       -349.913758        207.423496      5.504376      1.710344     -0.121196      8.185035
      0.186275      0.966891      0.045369      0.075788      0.000000       -234.908993        211.826952      5.992694      1.946655     -0.121196      8.185035
      0.196078      0.963331      0.040334     -0.156527      0.000000       -189.315273        214.961484      6.479282      2.181220     -0.121196      8.185035
      0.205882      0.960679      0.025205     -0.200591      0.000000       -182.482305        217.238472      6.964270      2.414347     -0.121196      8.185035
      0.215686      0.959278      0.010208     -0.165559      0.000000       -192.102368        219.085329      7.448238      2.646584     -0.121196      8.185035
      0.225490      0.958929     -0.000686     -0.104339      0.000000       -207.194629        220.774185      7.931778      2.878445     -0.121196      8.185035
      0.235294      0.959252     -0.006567     -0.043826      0.000000       -222.162132        222.466786      8.415328      3.110318     -0.121196      8.185035
      0.245098      0.959866     -0.008125      0.001823      0.000000       -234.027736        224.250390      8.899130      3.342427     -0.121196      8.185035
      0.254902      0.960480     -0.006824      0.027193      0.000000       -241.605134        226.155267      9.383251      3.574842     -0.121196      8.185035
      0.264706      0.960928     -0.004263      0.033958      0.000000       -245.192399        228.168795      9.867644      3.807521     -0.121196      8.185035
      0.274510      0.961164     -0.001707      0.028293      0.000000       -246.071653        230.254001     10.352209      4.040369     -0.121196      8.185035
      0.284314      0.961221      0.000140      0.017393      0.000000       -245.785557        232.369572     10.836846      4.273287     -0.121196      8.185035
      0.294118      0.961166      0.001094      0.006757      0.000000       -245.542126        234.484038     11.321480      4.506202     -0.121196      8.185035
      0.303922      0.961066      0.001309     -0.000770      0.000000       -245.982585        236.580725     11.806073      4.739077     -0.121196      8.185035
      0.313725      0.960968      0.001071     -0.004587      0.000000       -247.254320        238.655678     12.290614      4.971903     -0.121196      8.185035
      0.323529      0.960899      0.000654     -0.005404      0.000000       -249.206991        240.712724     12.775112      5.204687     -0.121196      8.185035
      0.333333      0.960863      0.000252     -0.004403      0.000000       -251.577745        242.758725     13.259584      5.437446     -0.121196      8.185035
      0.343137      0.960855     -0.000034     -0.002691      0.000000       -254.114674        244.800326     13.744045      5.670195     -0.121196      8.185035
      0.352941      0.960865     -0.000182     -0.001048      0.000000       -256.637361        246.842304     14.228507      5.902945     -0.121196      8.185035
      0.362745      0.960881     -0.000215      0.000125      0.000000       -259.050769        248.887177     14.712976      6.135702     -0.121196      8.185035
      0.372549      0.960897     -0.000177      0.000733      0.000000       -261.331167        250.935569     15.197454      6.368466     -0.121196      8.185035
      0.382353      0.960909     -0.000110      0.000875      0.000000       -263.500195        252.986905     15.681938      6.601238     -0.121196      8.185035
      0.392157      0.960915     -0.000045      0.000725      0.000000       -265.598831        255.040101     16.166427      6.834013     -0.121196      8.185035
      0.401961      0.960916      0.000003      0.000455      0.000000       -267.668004        257.094075     16.650918      7.066791     -0.121196      8.185035
      0.411765      0.960915      0.000029      0.000190      0.000000       -269.737953        259.148028     17.135409      7.299568     -0.121196      8.185035
      0.421569      0.960912      0.000035     -0.000005      0.000000       -271.825193        261.201525     17.619899      7.532345     -0.121196      8.185035
      0.431373      0.960910      0.000030     -0.000112      0.000000       -273.934429        263.254441     18.104387      7.765120     -0.121196      8.185035
      0.441176      0.960908      0.000020     -0.000142      0.000000       -276.062654        265.306855     18.588875      7.997894     -0.121196      8.185035
      0.450980      0.960906      0.000009     -0.000123      0.000000       -278.203377        267.358939     19.073361      8.230667     -0.121196      8.185035
      0.460784      0.960906      0.000001     -0.000081      0.000000       -280.349831        269.410872     19.557847      8.463440     -0.121196      8.185035
      0.470588      0.960906     -0.000004     -0.000038      0.000000       -282.496801        271.462791     20.042333      8.696213     -0.121196      8.185035
      0.480392      0.960907     -0.000006     -0.000004      0.000000       -284.641250        273.514777     20.526819      8.928986     -0.121196      8.185035
      0.490196      0.960907     -0.000005      0.000016      0.000000       -286.782109        275.566857     21.011306      9.161759     -0.121196      8.185035
      0.500000      0.960908     -0.000004      0.000023      0.000000       -288.919672        277.619025     21.495792      9.394532     -0.121196      8.185035
      0.509804      0.960908     -0.000002      0.000021      0.000000       -291.054921        279.671254     21.980279      9.627306     -0.121196      8.185035
      0.519608      0.960908     -0.000000      0.000015      0.000000       -293.188979        281.723514     22.464766      9.860079     -0.121196      8.185035
      0.529412      0.960908      0.000001      0.000008      0.000000       -295.322772        283.775781     22.949253     10.092853     -0.121196      8.185035
      0.539216      0.960908      0.000001      0.000002      0.000000       -297.456891        285.828040     23.433740     10.325627     -0.121196      8.185035
      0.549020      0.960908      0.000001     -0.000001      0.000000       -299.591596        287.880283     23.918226     10.558400     -0.121196      8.185035
      0.558824      0.960908      0.000001     -0.000003      0.000000       -301.726904        289.932511     24.402713     10.791174     -0.121196      8.185035
      0.568627      0.960908      0.000001     -0.000003      0.000000       -303.862703        291.984725     24.887200     11.023947     -0.121196      8.185035
      0.578431      0.960908      0.000000     -0.000001      0.000000       -305.998846        294.036930     25.371687     11.256721     -0.121196      8.185035
      0.588235      0.960908      0.000000      0.000001      0.000000       -308.135235        296.089129     25.856173     11.489494     -0.121196      8.185035
      0.598039      0.960907      0.000001      0.000004      0.000000       -310.271871        298.141321     26.340660     11.722268     -0.121196      8.185035
      0.607843      0.960907      0.000001      0.000009      0.000000       -312.408893        300.193503     26.825147     11.955041     -0.121196      8.185035
      0.617647      0.960907      0.000002      0.000015      0.000000       -314.546636        302.245666     27.309633     12.187814     -0.121196      8.185035
      0.627451      0.960907      0.000004      0.000027      0.000000       -316.685719        304.297793     27.794120     12.420588     -0.121196      8.185035
      0.637255      0.960907      0.000007      0.000045      0.000000       -318.827217        306.349857     28.278606     12.653361     -0.121196      8.185035
      0.647059      0.960906      0.000011      0.000078      0.000000       -320.972968        308.401808     28.763092     12.886134     -0.121196      8.185035
      0.656863      0.960905      0.000020      0.000134      0.000000       -323.126121        310.453564     29.247578     13.118906     -0.121196      8.185035
      0.666667      0.960903      0.000034      0.000230      0.000000       -325.292083        312.504982     29.732063     13.351678     -0.121196      8.185035
      0.676471      0.960899      0.000058      0.000396      0.000000       -327.480151        314.555815     30.216546     13.584448     -0.121196      8.185035
      0.686275      0.960893      0.000100      0.000680      0.000000       -329.706303        316.605642     30.701027     13.817216     -0.121196      8.185035
      0.696078      0.960882      0.000173      0.001167      0.000000       -331.997965        318.653736     31.185504     14.049980     -0.121196      8.185035
      0.705882      0.960864      0.000297      0.001999      0.000000       -334.402094        320.698854     31.669974     14.282737     -0.121196      8.185035
      0.715686      0.960832      0.000509      0.003420      0.000000       -336.998813        322.738870     32.154431     14.515482     -0.121196      8.185035
      0.725490      0.960778      0.000872      0.005838      0.000000       -339.924143        324.770159     32.638867     14.748207     -0.121196      8.185035
      0.735294      0.960685      0.001491      0.009938      0.000000       -343.407171        326.786582     33.123267     14.980897     -0.121196      8.185035
      0.745098      0.960527      0.002542      0.016853      0.000000       -347.828816        328.777825     33.607606     15.213528     -0.121196      8.185035
      0.754902      0.960258      0.004319      0.028416      0.000000       -353.809196        330.726784     34.091839     15.446056     -0.121196      8.185035
      0.764706      0.959802      0.007302      0.047491      0.000000       -362.322339        332.605725     34.575893     15.678411     -0.121196      8.185035
      0.774510      0.959034      0.012253      0.078291      0.000000       -374.806405        334.371288     35.059645     15.910468     -0.121196      8.185035
      0.784314      0.957753      0.020329      0.126370      0.000000       -393.162067        335.959680     35.542892     16.142021     -0.121196      8.185035
      0.794118      0.955645      0.033157      0.197646      0.000000       -419.410167        337.286169     36.025299     16.372720     -0.121196      8.185035
      0.803922      0.952251      0.052771      0.295688      0.000000       -454.741548        338.256403     36.506343     16.601988     -0.121196      8.185035
      0.813725      0.946943      0.081261      0.417657      0.000000       -498.098438        338.795840     36.985223     16.828900     -0.121196      8.185035
      0.823529      0.938948      0.120138      0.552040      0.000000       -545.403037        338.889081     37.460784     17.052048     -0.121196      8.185035
      0.833333      0.927429      0.169741      0.682151      0.000000       -590.824799        338.599955     37.931460     17.269448     -0.121196      8.185035
      0.843137      0.911592      0.229120      0.793969      0.000000       -629.542444        338.048862     38.395271     17.478563     -0.121196      8.185035
      0.852941      0.890794      0.296506      0.881390      0.000000       -659.545315        337.363725     38.849869     17.676481     -0.121196      8.185035
      0.862745      0.864584      0.369949      0.945491      0.000000       -681.319352        336.642621     39.292631     17.860217     -0.121196      8.185035
      0.872549      0.832713      0.447747      0.990828      0.000000       -696.527441        335.944113     39.720758     18.027037     -0.121196      8.185035
      0.882353      0.795102      0.528601      1.022436      0.000000       -706.962590        335.295367     40.131369     18.174756     -0.121196      8.185035
      0.892157      0.751815      0.611584      1.044483      0.000000       -714.091598        334.704209     40.521580     18.301944     -0.121196      8.185035
      0.901961      0.703029      0.696058      1.060014      0.000000       -718.977501        334.168470     40.888570     18.408053     -0.121196      8.185035
      0.911765      0.649011      0.781589      1.071125      0.000000       -722.347907        333.681625     41.229630     18.493444     -0.121196      8.185035
      0.921569      0.590103      0.867884      1.079228      0.000000       -724.688780        333.235737     41.542207     18.559338     -0.121196      8.185035
      0.931373      0.526706      0.954740      1.085264      0.000000       -726.322524        332.822797     41.823932     18.607705     -0.121196      8.185035
      0.941176      0.459275      1.042020      1.089866      0.000000       -727.463701        332.435231     42.072655     18.641080     -0.121196      8.185035
      0.950980      0.388306      1.129627      1.093467      0.000000       -728.256286        332.066000     42.286467     18.662356     -0.121196      8.185035
      0.960784      0.314334      1.217493      1.096365      0.000000       -728.797930        331.708536     42.463716     18.674539     -0.121196      8.185035
      0.970588      0.237920      1.305571      1.098773      0.000000       -729.155622        331.356601     42.603029     18.680507     -0.121196      8.185035
